CWN_BUO,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
CWN_BVO,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
CWN_BWO,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
CWN_BXO,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
CWN_BYO,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0
CWN_BZO,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
CWN_CAO,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0
CWN_CBO,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
CWN_CCO,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
CWN_CDO,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
CWN_CEO,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
CWN_CFO,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1
CWN_CGO,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1
CWN_CHO,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
CWN_CIO,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
CWN_CJO,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0
DDI_AAO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
DDI_ABO,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
DDI_ACO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
DDI_ADO,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0
DDI_AEO,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0
DDI_AFO,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0
DDI_AGO,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0
DDI_AHO,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
DDI_AIO,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0
DDI_AJO,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0
DDI_AKO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
DDI_ALO,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13661968,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661969,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661970,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661971,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SRR13661972,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
SRR13661973,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661974,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661976,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661977,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661978,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13661979,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13661980,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661981,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
SRR13661982,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661983,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661985,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661986,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661987,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661989,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1
SRR13661990,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661991,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661992,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661993,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661994,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661995,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13661996,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13661997,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13661998,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13661999,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662000,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662001,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662002,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662004,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662005,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662006,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662007,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662008,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662009,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662010,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662011,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662012,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662013,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662014,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
SRR13662015,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
SRR13662018,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662019,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662021,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662022,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662023,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662025,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662027,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662028,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662029,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662030,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662031,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662032,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662033,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
SRR13662034,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
SRR13662035,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662037,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
SRR13662038,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
SRR13662039,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662040,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662041,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662042,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662043,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662044,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662045,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662046,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662047,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662048,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662049,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662050,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662051,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662052,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662053,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662054,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
SRR13662055,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662056,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662057,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662058,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662060,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662061,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662062,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
SRR13662063,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662064,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662065,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662066,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662067,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662068,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662069,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
SRR13662070,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662071,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662073,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
SRR13662074,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662075,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662076,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662077,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662078,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662079,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662081,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662082,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662083,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662085,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662086,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662087,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662088,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662089,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662090,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662091,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662092,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662093,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662094,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662095,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR13662096,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662097,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662098,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662099,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
SRR13662100,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662101,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662102,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662103,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662104,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662105,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662106,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662107,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1
SRR13662108,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662109,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662110,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662111,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662112,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662113,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662114,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662115,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662116,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662117,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662118,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662119,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR13662120,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662121,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662122,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662123,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662124,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662125,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
SRR13662127,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SRR13662128,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
SRR13662129,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
SRR13662130,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
SRR3202802,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
SRR3203201,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
